img_id,object_id,label,raters_marked_tappable,split
22873,1d92421,0,5,train
10873,28816d2,1,2,train
62111,cb4d47f,1,1,train
29572,a17ce2f,0,5,train
5680,15e70d9,0,5,train
45239,8d74559,0,5,train
62940,833b263,1,0,train
38326,32fb175,0,4,train
14074,512d6dc,1,0,train
26781,8aef592,1,2,train
46432,ccceae9,1,0,train
68985,cee7aa,0,5,train
63040,574426e,1,2,train
71474,61bfc81,0,5,train
44512,1ac92ba,1,0,train
45862,4f4f3a,0,5,train
39974,cd8a780,1,1,train
52190,e45e3dc,0,4,train
45,547e94a,0,5,train
53671,7e5e866,1,0,train
34789,4b271b4,0,4,train
29319,5cad3cd,1,1,train
40833,c9feb5f,0,5,train
64335,e2106aa,0,5,train
42443,e9e2ee1,0,4,train
1736,1ab2269,0,5,train
14018,7de3584,1,2,train
5508,7ea2d71,0,5,train
25695,93eff80,0,3,train
68685,ea3cd6b,0,4,train
63061,f21bed8,1,0,train
28445,1d429d9,0,5,train
39669,dd67202,0,3,train
69330,33ddd8,0,3,train
66371,56c44f4,0,5,train
66318,3e94b1c,0,5,train
51294,c152870,0,3,train
64711,f8042bb,1,2,train
63445,3ed15db,1,0,train
64659,a94ce7f,0,5,train
7217,aea1e46,1,0,train
63982,dc0d49,0,4,train
34168,b8f08ee,0,4,train
69267,4473b79,1,0,train
10004,e4f19f5,0,5,train
59419,4c9002b,0,4,train
33662,afe614c,0,5,train
23700,6d951c3,0,4,train
28872,d27820e,1,2,train
39312,1bd5baf,1,1,train
62023,5d2dad5,0,5,train
70475,3463c81,0,5,train
25139,77745c2,1,2,train
71118,d2fe0cf,0,5,train
47552,e62354f,0,4,train
67003,9240500,0,3,train
48182,69dea28,0,5,train
10103,2669670,0,5,train
37667,7508e99,0,5,train
54750,b43df88,0,5,train
38246,fd810c0,0,5,train
46628,f69e521,0,5,train
7780,6924a12,0,3,train
29040,39afc32,0,5,train
54066,65c8adf,1,2,train
29916,36dbf9c,0,5,train
49423,8ffd7c1,0,5,train
62674,fb10b76,0,5,train
56372,f208f22,0,3,train
47331,44efd01,0,4,train
17176,78b5142,0,4,train
43637,d6984f4,0,4,train
71220,5006882,0,5,train
5673,d7217d3,0,4,train
27150,d4fd33,1,2,train
63792,3f56f51,0,5,train
51731,896c06e,0,5,train
12997,80b21a,0,5,train
19248,f88a97a,0,5,train
11909,81845ff,1,1,train
41652,8492ca2,0,3,train
4607,9b7a050,1,0,train
1522,8452aa9,0,5,train
28277,b8ba835,1,1,train
20323,b6b444f,0,3,train
37828,156758b,1,1,train
43383,36dbf9c,1,0,train
51094,eb72c0,0,5,train
64440,d2953a8,0,4,train
17059,e7c1eb9,0,3,train
497,e17aae1,0,4,train
57574,b9e0689,0,3,train
7217,4b8b42b,1,2,train
63941,5de69a2,1,1,train
62432,ba37733,1,1,train
17894,f95c912,0,5,train
71177,8b66242,0,3,train
15264,1476271,0,4,train
14799,bc615bc,0,4,train
16243,8cfe70b,0,3,train
15520,f3cb68e,0,3,train
39897,26ade1c,1,1,train
60214,42e451f,1,2,train
32253,b3e0be9,0,5,train
33692,7014fad,0,5,train
24488,cd7ff94,0,5,train
45817,523174d,0,5,train
15595,a1cd3c0,1,2,train
22059,723202f,0,5,train
69212,3e5ac89,0,4,train
51785,826d5e2,1,1,train
44859,1220957,1,2,train
47530,739f184,1,2,train
7441,8ea7643,1,0,train
60214,1b8ded2,0,5,train
55055,9a71863,0,4,train
28322,9a6107f,0,3,train
13380,2108443,0,4,train
32693,f690608,1,2,train
31185,860e933,0,5,train
60061,2c3a01e,0,5,train
22846,3250cfe,0,4,train
17894,3c43cf3,1,0,train
60981,88cb60d,0,3,train
49041,6ae3a23,0,5,train
3106,d101504,0,3,train
12327,c79237c,1,1,train
60615,4baa041,0,4,train
15674,ac3168f,0,5,train
67003,7fc0d76,0,4,train
16196,2a058b7,0,5,train
54213,546b2d0,0,4,train
41783,12c8d84,0,3,train
13829,a91af8b,0,5,train
51753,ef37a76,0,5,train
57133,9e6a884,0,4,train
4213,6617b61,0,4,train
5576,35afe14,1,0,train
38531,391a03,0,5,train
33384,99efd41,0,5,train
2638,9555983,0,5,train
45638,a012442,0,4,train
58200,f89c7fd,1,2,train
63016,a2a721f,0,5,train
68824,5d76174,0,5,train
6279,7994ad,0,5,train
33341,bbfe1ce,0,3,train
41536,7a56d71,1,1,train
35390,a40fa6,0,4,train
70475,14b2d49,0,5,train
6972,95bbf0a,0,5,train
71713,ee69dcc,0,4,train
57580,4feeae3,0,4,train
36350,7f0ab2b,0,5,train
10145,4e997c4,1,1,train
18842,677eafa,1,1,train
5668,6eb4521,0,5,train
64466,7d36b4e,1,1,train
71714,6dc434e,0,4,train
66997,3da2157,1,2,train
48529,5e278c,1,1,train
26379,724ec03,0,5,train
7582,3a3f740,0,5,train
59828,31f2891,0,5,train
57932,1ce2993,1,1,train
3622,e178d93,0,4,train
2247,2b5c9db,0,5,train
68447,fa1b55c,1,0,train
16368,f9c441f,0,5,train
1626,acd0710,1,2,train
41463,31f66b7,0,4,train
44466,f6d449b,0,5,train
24560,d68ca8f,1,1,train
61699,82d1811,0,5,train
58436,89939f4,1,2,train
33630,273338e,1,1,train
30607,f9248fa,0,4,train
57145,4f5a73e,0,5,train
64070,f2dcdc,0,4,train
25695,cb54c11,1,0,train
13696,5190efb,1,0,train
20056,6e50681,1,2,train
7441,d5641a9,1,2,train
6413,5e6b257,0,4,train
46769,19ba55f,1,1,train
29272,5616dd7,1,2,train
69456,60bf24e,0,4,train
56557,dd50a82,1,1,train
33040,f423994,0,4,train
7437,d3daa2c,0,4,train
21571,517c644,1,0,train
33576,d050bcb,0,5,train
31114,36c78d,0,4,train
52842,a637624,1,1,train
54223,4633962,0,4,train
22894,930ca07,0,4,train
29363,d52b001,1,0,train
56243,7dbd3cc,0,5,train
63243,f7af93c,0,3,train
24297,a32a2e8,0,5,train
71602,7611f82,0,5,train
10554,6658d46,1,1,train
67650,edbde97,0,3,train
52623,a7e456a,0,5,train
2602,16afacb,0,4,train
9172,16c6d84,0,4,train
69756,3401797,0,4,train
60417,a369a9f,0,3,train
60086,8191d3a,1,1,train
8809,c777bc5,1,2,train
41255,8afb227,0,4,train
30472,50b0e16,1,1,train
50659,fb4fd68,0,5,train
30478,5df855f,0,5,train
27982,c157988,0,5,train
24587,b96b1a9,0,4,train
23529,9292b2,0,4,train
39776,6edad30,0,5,train
43867,bf74ed8,1,2,train
60866,7714d56,0,3,train
36985,53019df,1,2,train
27982,75c5f21,0,5,train
3855,1bbcc72,0,3,train
48784,2d48599,0,5,train
17562,9dc38b,1,1,train
38832,8a05a7e,0,5,train
67382,9ef294e,1,1,train
35442,542bdb0,1,1,train
10705,5efbb40,0,4,train
61306,bc88582,1,2,train
43804,8d2ddbb,1,1,train
53119,7d31a09,0,5,train
58981,9c6af29,0,5,train
20638,ddfa3fa,0,4,train
33068,dcc382c,1,0,train
72177,6464bdb,0,3,train
54066,5cc63c0,0,5,train
21329,10fb3f4,1,1,train
14018,a458752,1,2,train
14315,70bc487,0,4,train
50986,94e1edd,0,3,train
17686,79d5de5,1,0,train
67110,5aab872,0,4,train
23560,39261dd,0,5,train
52289,50e8bfe,0,3,train
45723,68316b2,0,3,train
53509,afb1e39,1,2,train
57878,50bdf48,0,4,train
35881,5d36a71,1,2,train
23801,9739cf0,1,1,train
40833,a41bcbd,0,5,train
42321,5aac71b,0,3,train
63989,7a9bd7a,1,1,train
54976,d8c784,0,5,train
44558,63d1740,0,5,train
29570,284d1fe,0,5,train
34560,664e85d,0,5,train
54545,c5833ae,0,5,train
15191,4a897d1,0,4,train
51432,95dffc8,1,2,train
40444,ab91f8a,1,0,train
6420,40fc55d,1,1,train
30752,3018bc3,1,1,train
77,b62637a,0,5,train
68416,a2b9fb0,1,1,train
57164,7bfc91c,0,5,train
56961,cf3996,0,4,train
48908,b68228a,0,3,train
44623,d7b0ba1,1,2,train
53634,7072ca3,0,4,train
26594,4ec535d,1,1,train
3106,fef35c5,1,2,train
55055,f3cb68e,1,2,train
58329,f91e3e2,0,5,train
61306,d7d42da,0,4,train
26266,9235919,1,0,train
5167,5b60f1f,0,5,train
30607,92ccd97,0,4,train
17070,e50a72b,0,5,train
40063,25268be,0,3,train
35950,3f331f2,0,3,train
31731,8d5b8dc,0,3,train
38664,b69439f,0,5,train
39974,84881b9,1,1,train
54349,c5c9159,0,5,train
57456,b252d20,0,4,train
362,1543f64,0,4,train
23432,f8df084,0,5,train
1067,a4c97fb,0,5,train
70990,68cbd5d,1,0,train
36121,4d196a6,1,2,train
11228,8a247ab,0,5,train
22436,46f8622,0,3,train
10853,c33ae5f,0,4,train
5059,2b61fa9,0,4,train
53640,fbd4e3f,1,1,train
27722,184f0f8,0,3,train
51128,1705e20,0,3,train
58636,9123433,0,5,train
68087,41dd35c,0,3,train
5508,5406fc3,0,5,train
60960,8fd27d,0,3,train
19932,fc04495,1,2,train
61979,428b13b,1,2,train
29269,fa65f13,0,5,train
22828,53dddfa,0,5,train
68970,3e341ae,0,5,train
57472,96b9aa6,0,4,train
24030,ecd7816,1,2,train
59095,13961fa,1,1,train
53757,4157bbe,1,2,train
1614,f9e3cbb,0,5,train
30437,858a4c7,0,5,train
57133,99b1dfa,1,0,train
39383,f9e1e84,1,1,train
47700,2d92161,1,2,train
41783,418aafa,1,0,train
39425,1c14fd6,0,5,train
14889,3321624,0,5,train
8349,139f884,0,4,train
55416,a71f079,0,5,train
44711,f809842,0,5,train
52134,be53516,1,0,train
30244,e17bc00,0,3,train
9065,194e133,0,5,train
14751,a13f335,1,0,train
14138,175ce21,1,0,train
3095,ff84b73,0,4,train
29570,a462403,0,3,train
64711,303aa16,1,0,train
10851,5d01c22,0,3,train
52134,b35ad43,0,5,train
28283,6f4bfb8,0,5,train
35931,7725465,0,4,train
9405,f7a87b5,0,5,train
32534,761f636,1,0,train
25038,9bdd29a,0,5,train
50986,938a42a,0,4,train
53934,f7dde58,1,0,train
45991,5904760,0,4,train
35028,a31b55,0,5,train
281,68ca1ee,1,1,train
50574,d9b7f20,0,5,train
46628,1deb25d,0,4,train
51995,d51ee3,0,5,train
10145,aa21b5c,0,5,train
49684,9bda863,0,4,train
5668,adb9241,0,5,train
33398,789249c,0,3,train
46267,c8c8a80,0,5,train
41579,31be134,0,5,train
64838,20cb0ce,1,1,train
53945,25e44a8,0,4,train
12328,185f9e8,0,5,train
71862,f566310,0,5,train
23097,d6234ff,0,5,train
65572,40a86e4,0,5,train
59951,1148342,0,5,train
54606,b6223a5,0,3,train
32002,555153e,0,5,train
30186,34ee4d8,1,2,train
19584,4e827a3,0,4,train
5764,57d15ea,0,5,train
51358,8563a9e,0,5,train
39042,1bfae14,1,2,train
21264,6c123ee,0,5,train
69330,99f02ab,0,4,train
47572,1e0fc34,1,0,train
30248,88d2b5f,0,4,train
70600,af03e77,0,4,train
60953,b0a61ed,0,5,train
37563,ba700b3,0,3,train
54132,8636640,1,2,train
45098,dc91241,0,5,train
47906,ae5ec32,0,3,train
30094,6175fce,1,2,train
58908,1f2bf42,0,4,train
32440,d601ffe,0,5,train
60100,578a76c,1,1,train
27482,9986b0,0,3,train
43936,183f5,0,5,train
60922,7065887,1,1,train
23266,dcf03d4,1,2,train
60976,821d449,0,4,train
13974,a337cc1,0,5,train
10530,cce44a7,0,5,train
9047,7a807c3,1,0,train
12306,9b245d4,1,0,train
45328,7d321a6,0,4,train
26570,6d817db,0,5,train
19726,ed99a2d,0,3,train
48518,2456351,1,0,train
43460,56ecf9a,1,1,train
60124,d5c3f78,1,2,train
66062,98ff41d,1,1,train
18449,7e8c201,1,0,train
32332,897fd38,0,3,train
65485,b142eba,1,2,train
46856,e41f631,1,2,train
26736,c856080,0,5,train
50574,2391e42,0,3,train
19584,2798791,1,0,train
8293,bc149b3,0,4,train
891,c33d1d3,0,3,train
34951,6acfd2a,0,5,train
49066,b63c71e,0,4,train
16362,d7aa16a,1,1,train
61722,bf55006,0,4,train
62432,537561c,1,2,train
67388,6e95062,1,0,train
25782,df8c7bb,0,5,train
54339,5e5ec00,0,5,train
34025,f11f5eb,0,3,train
26781,b3e2abf,0,5,train
70726,ba31bfb,0,4,train
51129,9c1ec90,0,3,train
28358,88a4c57,0,4,train
27982,f7ecc5d,1,1,train
68037,df395f2,0,5,train
35154,56d4b77,0,5,train
62195,88915c1,0,3,train
35194,dd9267d,0,5,train
68281,ed60ee5,0,5,train
29460,425583b,0,5,train
46769,bcbad0f,0,4,train
27075,a949f4b,0,3,train
17430,b031e17,0,4,train
20770,bf1d6c4,1,2,train
67895,6314284,0,5,train
59563,313debf,1,2,train
5059,a4256eb,0,5,train
4112,5d0279d,1,1,train
14107,c912046,1,2,train
50659,7cd224d,1,1,train
51857,b276440,0,4,train
69277,9585ec4,0,4,train
51697,a90894e,0,5,train
29916,f759727,0,5,train
8381,d50ece8,0,3,train
44963,fe751da,1,2,train
65877,ea5193b,0,4,train
69634,3c22c62,0,3,train
36506,d807e15,1,2,train
56269,240738e,0,5,train
5107,a5d6a53,1,2,train
19301,8feea57,0,5,train
29322,2c21725,0,5,train
55016,873aedc,0,5,train
29473,c33acfe,1,1,train
20166,4c73400,0,4,train
49896,46fbfce,0,3,train
9293,c53a6f6,0,5,train
40713,ca39098,0,3,train
40635,4dbbfb5,0,4,train
7065,e25ba08,1,0,train
14734,f9493a1,0,5,train
26803,6b076cc,1,1,train
69273,d2b20b0,0,4,train
48325,6997af,0,4,train
13373,913f204,1,0,train
55613,bcc9d4e,1,1,train
54857,fd67244,0,5,train
57138,be39844,1,1,train
5508,7cbaa8c,0,5,train
44968,b86ea44,0,5,train
22943,42425dd,0,3,train
68188,ff18a0c,0,3,train
32693,5385fab,0,5,train
21272,9160c25,1,2,train
61199,6a0bbf0,0,4,train
1054,e326bb2,1,0,train
33630,475e991,0,5,train
5653,90aba1f,1,0,train
70325,60bbe1,0,3,train
52190,6695c99,0,3,train
70726,86ac021,0,4,train
37563,fad5fed,1,0,train
5764,deb11b9,0,4,train
25835,fb3a3a8,0,3,train
312,7bdc0b6,0,3,train
65572,59a9202,0,5,train
54285,3bbe7bf,0,5,train
54067,b25c78c,0,3,train
36867,be94912,0,5,train
24753,7ebd11a,1,1,train
45877,b2236b9,1,0,train
34015,497a7f4,1,1,train
38690,440b73b,0,4,train
56280,9e0e926,0,5,train
22059,aa47767,0,5,train
21515,81a0239,0,4,train
50966,ad94e69,1,1,train
23444,dec3bd5,0,5,train
45098,172c3e6,0,3,train
55,b88a6e1,0,4,train
14546,96bd45d,0,3,train
57274,29a031e,0,4,train
70779,d680f48,0,4,train
25955,95316f7,0,5,train
42309,c162398,0,3,train
18451,36224ba,0,5,train
44517,5c99d24,1,2,train
42994,e3d6732,0,4,train
70898,e10712a,0,3,train
35154,8c60a50,0,5,train
3144,f829e2b,0,5,train
49902,e98b828,1,0,train
39776,1b656e2,0,5,train
41582,4c63c07,0,5,train
68823,899061d,0,3,train
62940,c9b6e1d,1,1,train
39167,a068a0f,0,5,train
71612,f42c4ef,0,5,train
37828,e461d47,0,5,train
14546,b783c22,1,2,train
11948,82c7075,0,3,train
60417,881698f,0,5,train
32212,c9e911f,1,2,train
37641,9f809d7,0,4,train
30460,ba56508,1,0,train
18034,80ee087,0,4,train
11097,2e73e54,1,0,train
20954,449e2a4,1,1,train
28127,dbed877,0,5,train
65801,af7cbbd,0,3,train
4684,f59d43e,0,5,train
10784,f25e3f5,0,5,train
31610,92208b7,1,1,train
46881,d0307a9,0,4,train
61949,73b0a86,1,0,train
51753,a31538,1,1,train
1626,382a828,0,5,train
37059,f6ef800,0,5,train
20637,6726522,0,4,train
37059,61fa20a,1,0,train
61949,2eb009d,1,1,train
4323,b245687,0,5,train
66748,1c15183,0,5,train
15617,465411d,1,2,train
54117,af94539,0,4,train
32346,d6ef76d,0,5,train
18842,20368ab,0,3,train
49314,ba899fb,0,4,train
33692,624288d,0,4,train
27710,f82ca70,0,4,train
39763,15b59e6,0,3,train
14672,aaf7d12,0,5,train
71321,ab436bb,1,0,train
61267,5e9f1b4,1,2,train
41594,68acdd9,1,1,train
23170,2517a2a,0,5,train
52369,3fd5219,1,2,train
42875,378c518,0,5,train
8200,f6e7fa5,0,5,train
5525,bdcb8b1,0,5,train
44711,4fa4689,0,3,train
46431,ef0fdf6,1,1,train
24876,e555cf0,0,3,train
53218,2e0d624,0,4,train
57594,2f4a285,0,4,train
42443,ce08190,0,5,train
49901,c36fe31,0,4,train
70754,fb5b8b8,0,3,train
4770,20e12d5,1,1,train
33805,9fa6756,0,5,train
58090,48d6be4,1,2,train
50283,d3187a3,1,2,train
40323,89733ab,0,4,train
47385,b8e6b79,0,5,train
70630,bb25f4c,1,2,train
11217,3a65bd4,0,3,train
23693,a9a8bcc,0,4,train
47906,7758fec,1,2,train
36101,8cc6dc2,0,4,train
13612,63b5e5d,1,2,train
4770,40601f4,0,3,train
57566,19864e6,0,5,train
71322,d2294e9,0,5,train
20771,ba9ed6d,1,2,train
34528,ad65170,0,4,train
16128,73b45a5,0,5,train
22051,aee16d4,0,5,train
41630,96fffb1,0,3,train
46775,3e06b72,0,5,train
51530,6e7e043,0,5,train
56024,ff11168,1,1,train
70589,cdb629f,1,1,train
873,667723e,1,1,train
60981,8ecdfac,0,5,train
30262,e57571d,0,5,train
4039,6e936f9,0,3,train
30186,db7121c,1,2,train
62374,4bb4309,1,2,train
1143,ea09c4c,0,3,train
56162,6cfb6ad,0,5,train
4583,ee37a3f,0,5,train
46889,f938ec,0,5,train
2336,d4a6bac,0,4,train
42042,cfdc837,0,5,train
25271,8b9a32c,0,4,train
40694,7be32da,0,5,train
63186,82f36e1,1,2,train
4248,d4fbe82,0,5,train
52954,2e0fcf3,0,4,train
38653,2bb58ea,0,5,train
31608,82c7075,1,2,train
25038,aa4bfbc,0,3,train
70874,4baeb26,0,4,train
66945,354abd0,1,0,train
30607,8f66908,0,4,train
9188,9bdbe28,0,3,train
1281,53cb6a7,0,5,train
37828,b5c6998,0,5,train
3173,ff8f012,1,1,train
22436,1ce8e70,0,3,train
1759,2455da2,0,5,train
69361,3fcab5f,0,5,train
19726,95dc944,0,5,train
47552,bd5e86a,0,5,train
16871,97b300c,0,3,train
45879,2f32a05,0,4,train
57284,578a301,0,5,train
53193,5efb53e,1,0,train
2432,ce167c6,0,4,train
9065,d1d3c84,0,5,train
31224,cee4809,0,4,train
10956,14f6150,0,3,train
28136,5d2ef3e,0,4,train
66724,c49ba7c,1,2,train
10850,578583a,0,4,train
21571,f9799dc,0,3,train
5525,f676b34,0,5,train
58376,41e5165,1,0,train
4026,3b8b951,0,4,train
32427,7c2ef3,0,5,train
13612,5770e96,0,4,train
813,a4d6a7b,0,4,train
2463,660c36f,1,1,train
16967,c302cfd,0,4,train
19724,6cac786,1,1,train
17047,d15cfb6,1,1,train
47416,be0da4b,0,5,train
56446,6f4459d,0,5,train
24623,aafadec,1,1,train
65018,ee21583,1,1,train
12327,7f890bb,1,0,train
71517,abe761,1,2,train
68669,e23c074,0,5,train
33576,8bbf46d,0,4,train
57145,4e56ca7,1,0,train
56286,d1eecac,0,3,train
23255,9c6d02f,1,2,train
49684,7997053,0,3,train
37654,aa431e1,0,5,train
25695,ea8b95,0,5,train
30146,bff891,0,5,train
16358,cd735d0,0,4,train
7435,53c8ed0,0,4,train
39974,3e68075,0,5,train
32313,cc28c68,0,5,train
19706,9b4260e,0,4,train
68447,78263e3,1,1,train
48869,ebc5b0b,0,5,train
63008,b6785c1,1,1,train
46797,cdd0911,0,4,train
38321,51b9908,0,4,train
13640,673a186,1,0,train
35833,46dda,0,3,train
71368,349e5fa,1,2,train
27075,97232c2,1,1,train
43867,4d7264a,0,3,train
30460,302f498,0,4,train
50966,70ef8f0,0,4,train
48073,cbbf2a,1,1,train
54864,49ab8c,0,3,train
30839,88e0405,0,4,train
66691,88910e2,1,1,train
49353,73e4596,0,5,train
70325,2f07fc7,0,4,train
36722,a52b10e,1,1,train
49815,2ce4855,0,5,train
70773,184b507,0,5,train
10428,5f2adbd,0,4,train
18034,229c197,0,4,train
31220,43333da,1,2,train
13612,dbea0c3,1,2,train
68891,c32dad5,0,4,train
34554,2faddd8,0,3,train
44442,865aaab,0,5,train
69211,8de3a2c,0,4,train
19459,9c975c2,0,4,train
2437,6827b6d,1,1,train
12579,e4a5457,1,0,train
17176,5bb54f8,1,0,train
70813,84563a,1,1,train
24753,9bd3f6e,0,5,train
45841,62f58b7,1,2,train
67902,694ac1b,0,3,train
1308,a8432da,0,5,train
40635,a6711db,0,5,train
2354,7b0567e,0,4,train
23560,c41d033,0,3,train
57580,d140be5,1,0,train
27482,3ae1d10,1,0,train
18189,423c12f,0,5,train
72132,2ab7c0,0,5,train
68123,4a00ed7,0,4,train
64448,444897d,0,3,train
27819,452bb45,1,0,train
39433,10a0f19,1,0,train
42240,7115053,0,3,train
38091,e40b610,0,3,train
28445,f7975d6,1,0,train
20770,b925e3a,1,2,train
26288,3a3c97f,0,5,train
33942,78fb3bf,0,5,train
66691,b3ff730,1,1,train
63016,6d73c10,0,5,train
69932,9d6a915,0,5,train
46217,538af3c,1,1,train
24147,8d61aec,0,5,train
67110,c921ac2,0,5,train
57413,2ee9b98,0,4,train
67384,b924b3f,1,0,train
40635,fa861aa,1,1,train
25222,8898e5c,0,4,train
51784,8fedfe4,0,4,train
19335,3c328be,0,3,train
66371,def5c2d,0,4,train
35333,1664ff0,0,5,train
39962,e4bd2d,0,4,train
962,34b9221,0,5,train
55229,1c6945,0,5,train
66994,73a8bd8,0,3,train
9668,25b76f1,1,1,train
6762,1bc427f,0,5,train
23593,10ec824,0,5,train
24622,7719842,0,4,train
70325,907673a,1,0,train
68736,cfa6301,0,5,train
15191,a6166f8,1,1,train
64581,6d87955,0,4,train
44187,2485a70,1,0,train
34948,603718e,1,2,train
52817,251f0b6,1,1,train
6022,1f4883f,1,2,train
35596,5d67075,0,5,train
65719,5cbae98,1,1,train
17360,7869092,1,0,train
38009,d365bb6,1,2,train
63263,5f9c02,0,4,train
60105,189588e,0,5,train
33632,d644f93,0,4,train
69641,ca758b,0,4,train
46463,a9e24ee,1,1,train
25222,47ca1e8,0,5,train
63917,6e7707,0,3,train
7060,8e0d9fe,1,1,train
56164,c56ef86,1,0,train
40878,c70fdfd,1,0,train
34560,a78a9ed,1,2,train
12492,8c8842f,0,5,train
20638,ce3d625,0,5,train
52410,d37cbce,0,4,train
62342,a7eac02,0,5,train
35341,41a5702,0,3,train
22548,3d08dbb,1,1,train
19301,3a13b98,1,0,train
61714,a151b5c,1,1,train
25953,24c74eb,0,5,train
14630,5662079,0,5,train
4789,6b19de0,0,3,train
1041,7afd2a,1,2,train
68678,d545934,0,4,train
66228,79c91ca,0,4,train
31181,10c2623,1,1,train
48538,ae615a2,1,1,train
60738,4aaa7d0,0,3,train
68763,6aaa5ff,0,5,train
15495,4c81477,0,4,train
65436,17c3ef7,0,5,train
44512,10b556b,1,1,train
62346,11d51eb,1,0,train
2388,d0a1c12,0,5,train
54314,c7abf2,0,4,train
65962,2513566,1,0,train
45914,b301d3a,1,1,train
14751,a049a1f,0,5,train
52417,baff93b,1,0,train
24297,4030594,0,5,train
66112,3f80f3c,0,5,train
29041,308ae83,1,1,train
44055,14a7770,0,3,train
45328,2cc13f5,0,4,train
31610,6afa824,1,0,train
9117,61a5866,0,4,train
63016,bc28617,0,5,train
22351,3c0400f,0,5,train
24595,c511093,0,4,train
38254,78c45e6,1,2,train
8191,c1c66fc,0,5,train
46583,d64c8ee,1,2,train
48538,9c269f0,0,5,train
19163,476a56a,0,5,train
68016,1e2036a,1,0,train
67437,be852e4,0,5,train
71674,6a698b7,0,4,train
41488,4d59e6,0,5,train
59582,3ce8573,1,1,train
45515,309f256,0,5,train
44442,5ba66c6,1,2,train
63224,22d9517,0,5,train
1614,669e997,0,5,train
62621,5ba42cb,1,1,train
27112,3793271,0,4,train
42636,567185,0,4,train
891,1c87f55,0,4,train
68668,3d64d48,0,3,train
69761,61767c3,0,5,train
67118,1c8044f,0,4,train
10873,e4b8db9,0,5,train
9405,aa1ae69,0,3,train
22817,3c259c7,0,4,train
14630,d249091,0,3,train
7781,1553f5c,1,2,train
12726,68ae25a,0,5,train
24950,5cdd74b,1,0,train
28445,690958b,1,2,train
50548,fd6f450,0,5,train
22059,477ad6b,0,4,train
23532,3fa353f,0,4,train
3952,3e00536,0,5,train
37398,7a369a8,1,1,train
42309,8606362,0,5,train
19624,f0d135,0,5,train
48730,3405dc8,0,5,train
57932,24add0,0,5,train
69993,8945fe7,0,4,train
27680,9a3d3b5,0,3,train
44055,ce80796,0,4,train
70877,564ff49,0,3,train
56024,de362b2,1,0,train
66968,a1e5f05,0,3,train
49041,7f346b2,0,5,train
47123,c96e7c3,0,5,train
16493,e71553a,0,5,train
16539,df4cbde,0,5,train
30056,1bcb872,0,3,train
5059,ae7292e,0,3,train
2883,fa2dd1a,1,0,train
10249,2cd030f,0,5,train
65232,f3cb68e,0,3,train
7324,b57c9d1,1,2,train
10145,f9572d7,1,2,train
36867,b95536f,0,5,train
23400,d38315d,0,5,train
25260,5d1f2f,1,0,train
39541,6e679c5,0,4,train
41800,d3e3998,0,3,train
29185,3196c92,1,1,train
17430,5759af5,0,4,train
70935,e23f819,1,0,train
68939,a2db4f5,1,0,train
34560,642f7e9,0,5,train
33398,4c45117,0,4,train
44726,2fa743f,0,5,train
66997,6d9e674,0,4,train
57674,4aa2ec,0,5,train
26803,ecb882a,0,4,train
54976,7888997,0,4,train
